id ra dec hi_size line_flux_integral central_freq pa i w20
389 1.480888888888889 31.704444444444444 169 1.15 7478 180 45 179
390 1.4823055555555558 31.31138888888889 186 1.05 16796 180 45 213
391 1.4867777777777778 33.666666666666664 237 2.64 6617 180 45 253
392 1.4890833333333333 32.0625 164 2.55 5069 180 45 185
393 1.4930555555555556 33.797777777777775 102 2.6 6598 180 45 115
394 1.4938055555555556 33.82638888888889 89 2.94 6582 180 45 161
395 1.4959444444444445 32.01555555555556 248 1.16 6332 180 45 262
396 1.4955833333333335 32.805 133 1.23 4712 180 45 157
397 1.49875 32.501666666666665 79 6.72 4655 180 45 93
398 1.5014166666666666 33.318333333333335 100 1.71 5500 180 45 109
399 1.5070555555555556 31.4025 173 1.15 12992 180 45 220
400 1.5123055555555556 31.828333333333333 231 1.56 7575 180 45 253
401 1.5238888888888888 31.5025 357 1.9 11241 180 45 369
402 1.5256388888888888 34.777499999999996 200 3.29 4155 180 45 231
403 1.5269166666666667 32.98972222222222 437 2.1 10638 180 45 453
404 1.5279166666666666 34.15 65 1.07 7262 180 45 81
405 1.5291666666666666 33.61194444444445 196 4.39 4988 180 45 231
406 1.5317222222222222 32.14527777777778 217 1.2 12360 180 45 258
407 1.5322222222222222 33.47694444444445 452 8.96 4347 180 45 472
408 1.5341944444444444 33.17972222222222 239 2.74 10487 180 45 288
409 1.5365555555555555 32.106944444444444 199 1.18 12381 180 45 218
410 1.538861111111111 32.7625 193 1.29 13796 180 45 203
411 1.5428055555555555 31.45861111111111 153 0.87 10787 180 45 192
412 1.5429722222222222 31.860833333333336 235 1.19 10859 180 45 243
413 1.5431944444444443 35.36361111111111 433 6.09 4526 180 45 447
414 1.5441944444444444 35.79194444444444 125 0.91 5316 180 45 140
415 1.5515555555555556 34.630833333333335 91 2.0 5524 180 45 170
416 1.559388888888889 35.67583333333333 183 2.71 4545 180 45 210
